text,sentiment,,
I bought the wrong gauge. I read a review that said that you should get a size less then you really want but they are wrong. I bought the .90 gauge at Guitar Center and love them. These were made for that Dave Mustain muted crunch sound. I don't know if I will use these forever but for right now I love them. Just hard enough for speed picking but light enough to stay in your hand without moving around like 1 mils do.Dunlop Ultex sound awesome and so far they still look like new.Buy em!!!!,positive,,
I love the pick attack with these.  I have used almost everything out there over 20 years of playing and have settled on this pick as my go-to choice for acoustic guitar.,positive,,
"Didn't think I'd be compelled to review something like a guitar pick, but the Dunlop Ultex has really impressed me thus far.  I use the .60 thickness, which is equivalent to the orange plastic Dunlop pick.  The orange pick is my favorite for acoustic and most electric playing, but they do wear down and fray on the edges, and have a little more friction that I'd like.This Ultex seems very resistant to wear and has surprisingly little drag over the string.  I find the matte finish very easy to grip and hold.  It gives just enough to use for smooth strumming, while being rigid enough for individual notes.Some reviewers have noted that they crack after some use.  If that turns out to be a problem, I might reconsider my review.  But out of the box, they perform as well as any pick I have used!",positive,,
"Grabbed these on impulse as I needed some new ones. Normally I used the old Fender Medium or Heavy picks, but I gotta say these are great. Stiff but flexible enough to maneuver plus they glide nicely. Not sure what could be said to prove it, but they just feel great.",positive,,
"I've used the Tortex picks for a while now, and have been really happy with them. This pick however, takes it to the next level. Very strong and great bite for a relatively thin pick. I use the .73 for acoustic and the same holds true. Great product.",positive,,
"This polish was recommended in one of Dan Erlewine's books and it works great.  It really makes the natural high gloss finish on acoustic guitars pop.  The effect isn't as noticeable on darker finishes though.  It really helps on the back of the neck too, makes it slippery and fast.  Highly recommended.",positive,,
"I got this to clean my Washburn acoustic guitar, and it worked great. I used it to clean off the fingerprints and grime, and then would buff in a circular motion with my soft, lint-free rag, and it would act like a polish. The finish sparkled afterwards, even in the light. Great product.",positive,,
"Ive been using this polish since the early 80's. It doesn't smell the way some do and works fantastic on all of my guitars. Wonderful polish and has not hurt my guitars. What has hurt my guitars is me dropping them or sweating all over them, but this polish? No way. Martin knows what they're doing. I use it on my expensive nitrocellulose finishes.",positive,,
"Used it once, but once was enough. Had been using Gibson Polish, although it worked fine, just couldn't force myself to use it on my Martin Veterans Model Guitar.",positive,,
This product is excellent.  Cleaning is thorough and leaves no residue.  Made my little Martin look almost as good as new.,positive,,
"this is the one that everyone told me I should use, being new to guitar I figured one polish (car) has to work well, that was very incorrect on my part, this is for the delicate woods and preserves them far better than ordinary polishes",positive,,
I bought this for my son to clean his guitar with. He really likes it a lot. It works very well if you use it with a microfiber cloth. I would buy this product again!,positive,,
"put it in my Fender dreadnaught and only wish i have held out for the the next step up in quality with the mic as well...  Love it to death, had it pertinently installed and love the sound and the versatility.  the built in volume knob it a GREAT tough.  I could go on, but there are reviews on you tube that will do a better Job than here.",positive,,
"I like the fact that it can be &#34;partially&#34; installed with the cord coming out of the sound hole or it can be easily installed on a more permanent basis by cutting the cord to length and running it inside the guitar body through the end pin hole (which will have to be enlarged a bit).  Either way, once plugged in, it sounds great.  This pickup maintains the great acoustic sound of my guitar, a Blueridge BR-160.  I installed some Fishman &#34;under the saddle&#34; pickups in a few Martin guitars and this pickup sounds just as good, if not better.  If you don't mind the pickup visible in the sound hole, this is the way to go.  Another nice thing about it is the ease of changing out the batteries as compared to the undersaddle type pickups where the batteries are attached to the inside body of the guitar.",positive,,
"This is not a bad product, just not great.  As soon as I received it, I installed it on my custom made Grit Laskin Guitar, and played with it for over two hours.  Installation was fast, and only took a couple of minutes.  My problems with it are 3 fold:  #1.  Sounds just a bit ""tinny"" = too much on the high end, and not an equal amount of bass.  #2.  A small complaint is that you have to dismantle the entire installation just to change the batteries, and I couldn't get mine to work in ""passive"" mode.  #3.  And the biggest complaint, is that the volume control is difficult to get to when you're performing on stage.  You have to stick your finger in the hole on the top side of the strings and fumble around trying to change the volume which is very sensitive so all of sudden you can be too loud or too soft.  Like I said, it is not a bad product, just not top notch, and definitely not for professionals.  If you're just fooling around at home, or recording at home, it is fine, and will do the job for you.  BUT!!!  If you're a pro, you'll want to spend double the money and get an L. R. Baggs M-80.  The M-80 gives you the truest sound (unbelievable), works in passive mode, and is very easy to change the volume control.  Sincerely, Doc",positive,,
"Great pickup, combined with the Fishman Aura Spectrum D.I. you will have an excellent experience.  Even the pick up by itself into a quality amp will make you happy.",positive,,
I was looking for a sound hole pickup and this came as one of the best and found it to be all I expected. I use it for practice and recording myself. I really like it but for the price I wish it had just a bit more otherwise its perfect. I have it on my 1994 Martin D-18  which has a big bottom end and no matter what it always sounds fine. I have had the pickup installed for four months and it is good.,positive,,
What can I say? These are probably the most well-known pads available and probably the best. This was the best price I could find on Amazon and they arrived as described via very prompt shipping.,positive,,
"Ok, so I just installed these things for my KRK 6's (no stands...just sitting on two other speakers).  What can I say?  The bass, which previously had disappeared in my studio, is now present again!  My monitors sounded kinda thin before because I was losing so much energy to my desk, but these things have made a ton of difference!  My stereo image even feels wider now!Sure, they're a little pricy, but hey...THEY WORK!  If that's what they want to charge for them, and people continue to buy them, I'm cool with that!  I'm happy with the reults my $40 got me!5/5!",positive,,
"These really do work great. No more desk vibrations and the sound out of my monitors are very clear now. I do only wish i could of found these in a smaller size since they are way bigger then my 5"" monitors. If anyone knows where to get smaller ones let me know. Thanks!",positive,,
"These MoPads are pretty amazing. I recently just purchased the Atlantic 33935701 Gaming Desk so I had a feeling that I would need these pads.These pads are a must for an amateur recording studio setup with little or no acoustic treatment. Sitting your monitors or speakers on these pads will produce an even better quality sound experience and they also will get rid of unwanted bass vibrations from your desk. I love that you can use the extra pads to angle them any way you want for your set up. These pads make my bookshelf speakers sound AMAZING. It's like I'm using actual studio monitors. At $40, you can't go wrong with these pads for you studio. It is a MUST to have these.",positive,,
These are laser cut pads for your studio monitors. I feel more vibration from a hard drive spinning on my desktop than the sounds coming out of my speakers. And they look professional too.,positive,,
"Just what I needed for my Home Studio Monitors that sit on the table next to my Computer and my DAW system, was surprised at how many different versions I was sent, they all work well thanks heaps......",positive,,
"The reviewer who wrote that that these are ""cheap foam"" worth $5.00, doesn't understand or appreciate the quality of these speaker isolators. A/B these with some $5.00 cheap foam and you will realize how good these Auralex isolators work. I am using a pair of Behringer Truth active speakers that weigh 33 pounds each. These isolators not only support them very well but solved a big problem I had. It seems my speakers were ""audio coupling"" with the console they were placed on making the console vibrate with the spaekers and muddy up the lower fequencies.My problem started when I noticed that my mixes sounded good on other systems except for the bass frequencies around 80-125 HZ. Apparently my Behringer speakers were not accurately reproducing that fequency range and I was EQing that range badly to compensate. I didn't hear it when I mixed my Hafler M-1 speakers. I was about to give up on the Behringer Truth speakers but I really thought that they sounded excellent on every other frequency and are very detailed in every other range. The Behringers also had all the power I needed (active speakers) and can be played really loud in my studio without any distortion. Except for what I can only describe as a muddy or not clearly detailed low end, I love these speakers. Fortunately I was at a friends studio (a great pro studio) and I saw that he was using the Auralex Isolators under his speakers. He said he loved them. I bought them and placed them under my speakers and remixed a project I had been working on. WOW!! What a difference. It was an immediate difference. The bass is now nicely detailed and that muddy tone is no longer there. I had to reajust the EQ on the lower frequencies (cut them back to almost flat)on the new mix. I immediately bought a 2nd set for my small Hafler speakers. Why take a chance that they were also not reproducing accurately. These isolators are a great product and problem solver that saved me from buying new speakers and discovering that I still had the same problem. ""Cheap foam""?? I don't think so.",positive,,
"Some will argue that these are not necessary for your monitors, however as somebody who has worked in music for more than half their life, I can assure you that, whereas they're not life or death, they do make a significant improvement on the listening process, especially in your project studio. No, they're not going to make your music sound any better, but they will give you a more detailed and accurate bass response when your monitoring. Even cooler is the fact that the pads come with 2 extra pieces of padding that will essentially let you customize the position of the monitors in that you can angle them up or down ever-so-slightly. Lastly, although my monitors fit perfectly on the pads, I can't help but to think that if my monitors were any larger, I would need a second pair, especially if they were positioned horizontally. All and all, overpriced or not; they really make a world of difference.",positive,,
"These strings are very bright and full.  They sound great for a couple of weeks and then get a bit dead.  I haven't had any problems with breakage, just a loss of tone over time (seems faster than some other strings I've tried).",positive,,
"As a guitarist who's had the opportunity to work at Guitar Center (back in 1999), trying each type of string on the market was a fairly inexpensive and easy task.  While I'll chose D'Addario EXL's for electric, Martin SP are my top choice for acoustic.  The sound and reliability are unmatched for the money.  They also have a neat bronze shimmer to them...  Granted that's only aesthetic.",positive,,
Ive been trying different strings for years!!!  Ive been stuck on elixirs for some time now and wanted a change.  These are very bright and clean!!!!  very playable!!!,positive,,
"I have tried different brands and weights of strings in search of the ones that would give my guitar a clear, bright, yet robust sound, and I found that in the Martin MSP 4050 SP strings. I knew I had found, &#34;my strings&#34; after a short time playing with these. They are light on the fingers, sound great, and priced right.",positive,,
"Martin makes a variety of good sounding strings, and these are toward the light end.  The sound is bright, but lacks a fullness found with some of the heavier strings such asMartin MSP4150 SP Phosphor Bronze Acoustic Guitar Strings, Light-Medium.The custom light are easier to play and have a bright tone to them, but can make a guitar sound like a cheaper model compared to the Light-Medium. Some disadvantages to the thinner strings are that they can limit your dynamics. If you strum harder, they are more stretchy and the tuning will be less consistent, changing the tone for the same reason a ""bend"" would. If you play at a fairly consistent sound level you can expect more of a bright sound than a resonant one.On the other hand, compared to some other brands with more of a dampened sound, the brightness can make an instrument sound quite good.Depending on your style, these might be a good choice. If you are used to playing a solid body electric with a lighter feel to the strings that make medium strings uncomfortable, these might seem more at home.  If you are used to Martin medium strings, but want something that you can play for a few extra hours a day without feeling as if you are overdoing things, you might like these too, but when you pick up a guitar with the Martin Medium strings, you may find that even a cheaper guitar sounds better in comparison to these on a more upscale one.I wouldn't say I dislike these, and I wouldn't quite say that those who gave it five stars oversold them, because they may deserve five stars for your particular needs. But as an all around choice, there are better sounding ones from Martin. But it's a moot point if you don't feel comfortable playing them. Make sure to read a variety of reviews before deciding because there are other equally valid viewpoints just as each player is unique.",positive,,
"I bought these to put on my really old Martin acoustic. The guitar still sounds amazing, and these strings certainly fit my budget, and provide a great sound.",positive,,
These are one of the best strings I've used. I'm a blues guitarist so they take a beating well. Very much worth the cost and I thank Amazon for having them!,positive,,
"These are good strings, for a good price.  I have purchased these strings several times and they sound good and last a long time.",positive,,
"These strings retain a good feeling for a long time, well past the point of them needing changed because they've lost brightness.",positive,,
But these seemed to work well on the guitar I was re-stringing. My son thought they were great and he knows quite a bit more.Recommend.,positive,,
I bought these a while ago but just got around to using them last week. I don't ever remember the non wound strings being bronze but these are. To me it looks weird but they sound so much better than my ancient strings that were on there.,positive,,
"Brand name, good string, good tone, seem to last awhile but I change strings often so never really know how long a set will last.",positive,,
"I used to use Elixir Nano string, and a good as they sound, they do not last. These do. great sounding strings.",positive,,
"I've used these strings on all my acoustics and even gave some to a band mate.  They seem to keep their tone for a long time and don't change the instrument tone like some strings I've tried.  Like a lot of folks, I'm not that picky about my strings, but for those who are, this is a good light string that will sound great on your acoustic.",positive,,
"These strings are great sounding, and great looking on the fretboard, because they are bronze. One issue I had, was the 5th and 6th strings were too big to route more than once through the tuning head, but it still wound up very nicely. I would actually say that you might want to get the Extra Light gauge, but it's probably just my tuning machines, they kind of suck.",positive,,
These are the best acoustic money can buy in my opinion. They play extremely well and last a Long time. There's nothing better than these strings.,positive,,
I have a 1993 Taylor which is in mint condition. I always use Martin on any acoustic. I bought the Taylor about 6 months ago and have found that the Medium Martin Strings are best for this particular guitar ... every acoustic is different though.,positive,,
"Fast shipping, great price and most of all great stings, very satisfied would buy these strings again and would recommend to a friend.",positive,,
"Long story short, this string set has a strong metallic character, which distorts the natural sound of your guitar so much. Many people might like it, but for me, absolutely Noooooooo!I have a seagull guitar, so by its nature it sounds mellow, warm and mild with stock strings. So when my strings wear out, I got this. Now I feel like playing an EMG bridge on my fender/archtop's neck position, WITHOUT the power that an EMG pickup has to offer. Yes, it is that bad, you can't do this to guitars like Seagulls...Bottom line, I recommend this string set for people looking to boost distortion on their guitar. If you have guitars like seagulls or so, definitely avoid this string.",positive,,
If your not sure what to buy you are prob looking for the light strings. These are a littl ehard to play.,positive,,
I really like the mediums.  They are able to play the biggest variety of styles without being to heavy or not durable enough.,positive,,
"The Martin MSP4200 SP Phosphor Bronze Acoustic Guitar Strings, Medium  are very good strings that are just below strings like Elixer's except they are much much less expensive.",positive,,
"With a nice clean, crisp sound, inexpensive price, and durable history, I've made these strings apart of my acoustic set. I've got at least 6 spares at home right now. XD",positive,,
I am not a connoisseur but nothing great about these strings.  They have pretty good sound but they seem to die quickly.,positive,,
I've used these strings for quite a while now. They have a fantactic tonal quality and longevity. If you're looking for a good string that last a fair amount of time before dead string syndrome hits... I'd recommend these.,positive,,
They sent me the 1mm (Blue) by mistake but it turns out I prefer that size after testing it out.  Fast shipping.  I play bass rock/metal,positive,,
These are nice and sturdy picks.They sound real clean.I'm having better luck with them on the heavier acoustic strings.I still have to get used to the harder picks for my electrics.,positive,,
"I used to swear by Hard and stiff picks on my Les Paul Custom, but I recently bought a Strat '62 re-issue--and these are TOO MUCCH FUN for fast rhythms with a WAH or Phase 90 (phaser) pedals!!!",positive,,
"Just the perfect pick I was looking for, I've tried experimenting with several types of picks. Finally found the right one!",positive,,
arrived on time..packaged well. happy with purchase...they are your regular picks..will order again if needed. happy with purchase. hope you enjoy em...,positive,,
"I have tried few picks, textured, mallow color, and this bright green.  I like it bright color that is very easy to found, and 0.88mm seems right for me to strumming on an acoustic guitar.",positive,,
"I've used everything you can think of in the way of picks and the Tortex are one of my favorites. I have at least 100 of them in various thickness' and these and the Claytons, are all I need. The Claytons are great too, but there are times that I want a different thichness and with the Tortex and Claytons you can find the perfect pick for anything you want to play. They last forever and have a great grip.You gotta try them out",positive,,
"I bought the .73 mm picks & I would consider them medium thickness. If you like lighter get the smaller thickness or if you like heavy go for the larger thickness. The .73 mm is right for me, I really like them.",positive,,
Love these picks. Have used them for years. Feel very firm yet still flex when needed and last forever. Highly recommend.,positive,,
"I've always used Planet Waves nails but I wanted to try the Dunlop buying me this little package. A very good experience. Durable, comfortable and of a texture that makes it easy to use and does not allow them to slip easily.",positive,,
I know that pick choosing is a personal matter. I choose this specific model because the thickness and flexibility are perfect for me.,positive,,
"I use Dunlop Orange because the thickness is perfect. I hit the strings very, very hard and these picks are heavy enough to get the job done yet I don't break many strings.",positive,,
"i've been using these tortex picks for a few years now and won't buy any others.  they feel great, don't fall out of my hands, and have a decent life span (plus the turtle logo is sweet)",positive,,
Great picks for beginners and pros alike! Go for these thinner picks if you like more versatility in your playing.,positive,,
"I think Tortex / Delrin picks are the standard that others are judged by.Durable, good to gripping surface, easy to identify thicknesses by color.The only way I can think of to improve these would be to replace the black ink logo and script with some sort of raised embossing.Then your fingers will not smudge and the grip would be even better.Take a look at ""Cactus Picks"" to get an idea of what I mean.",positive,,
"I've been a huge fan of dunlop picks for a long time. I started playing 15 years ago, and used the slim, floppy picks for a long time. As time went on and my guitar skills grew, I needed a pick that was sturdy, and wouldn't flex to play more intricate and detailed songs.The tortex purples are my favorite, and they're the thickest ones I can find. I like the soft sandy feel of these. They don't slip out of your hand easily, and because they're so thick, they take a long time to wear out.",positive,,
I like the picks a lot! They are super strong and look like can take a lot of use in a good shape! Recommended,positive,,
"Yes.  The 1.0mm Tortex picks are BLUE!  I was quite surprised at the number of reviewers that complained for not getting a multi-color pack.  If anyone has ever been to ANY guitar shop, the Tortex Picks are all color coded!Anyway, I've been playing guitar for about 15 years.  I've been using the Blue Tortex picks for about 14.  At first I messed around with all the different picks I could get my hands on.  Teardrops were too small; Fender brand were too slippery; Guitar Center brand wore out too quickly; the Jim Dunlop nylon picks just felt too weird to me.  The 1.0mm Tortex give just the right sound on the attack, don't feel too flimsy in my fingers (I keep a tight grip) and the grip on them is far superior to any on the market (gator grips feel too porous for me.)  Durability wise, I'll lose the pick before it even comes close to wearing out!",positive,,
"Whatever size you are looking for Dunlop is the best option. It lasts long, sounds great, and feels very nice. It is probably the most favored pick among all companies. I recommend the orange one for beginners, and in general would not go much higher than the green ones because when it gets too heavy it does not feel to comfortable anymore and does not sound as well, but it is totally up to what you want. Either way, Dunlop is the best and for a great price.",positive,,
"I've always used these dunlop picks, I've tried other ones like fender, other dunlop picks as well but these just feel right, I've never like the thicker picks or the picks with the weird grips on them these just feel right when playing, give them a try! ... if not you'll just wind up with a cool little turtle tortex sticker instead",positive,,
"thankfully i still have most of these picks. i'm always losing them, but they work super well and i will always buy this brand from now on.",positive,,
I was looking for something that was able to bend a bit but not fall out of shape or stay bent after much use and these are great.  They have good tension but still sound nice with my acoustic and the grip is great.  It's almost like a microscopic layer of felt is on these.  It sucks when your hands are cold and the pick keeps slipping out of your fingers...you don't want to keep licking your fingers or breather warm air on them and these are easy to hold onto no matter the condition.,positive,,
"I've been using these picks for 10+ years, they've always been great.  Between these blues and the yellow, I'm covered.",positive,,
"I love these picks.  The flex is just right for me, and they last forever.  I have never had one break.",positive,,
"If you don't know what type of pick you like, buy a sample pack. Picks make a big difference to sound and playability. These are thin and flexible. Easier to use for beginners and easier for strumming in general. However the tone is different. So you'll need to decide what songs they work for, etc.As far as quality, these are great. Easy to grip, and as durable as most.",positive,,
"Good picks, great feel and brings out sound loudly. Mostly for Electrics. I prefer the lighter sound of the Acoustic but these work very well with my friends Electric, Fender.",positive,,
"I used to use a lot thinner pick until reading an article from Paul Gilbert saying that in order to play fast you need a minimum of 1mm. These things are great and yes, I can shred faster now!",positive,,
"Finally decided in getting the 1.00mm picks because I don't like them too thin or too thick, this was the perfect gauge I was looking and hoping for. The logo will wear out in a few uses but I don't much about that. Been using it on a daily basis to practice and so far it's not wearing out too fast. Recommended!",positive,,
I think these are great for the price they give you. John Mayer uses these picks and hes one of my favorite guitarist so I am sticking with these.,positive,,
I've used these picks for years with great results. If you've never used this stile picks you won't be sorry.,positive,,
"In a fit of boredom or curiosity, I decided that I would check out some the other picks out there.  After spending too much money for various brands of picks, including every model of the DAVA picks, I came back home to Dunlop Tortex green.  They stil play great, sound great against steel strings, and last a long time.",positive,,
"These will pluck Guitar and Bass strings decently. If you want one set to cover both applications, this is a good choice.",positive,,
I like it.  Grip is good and the thickness is just right for me.  I wish the tip was sharper but it is good as is,positive,,
Tortex is great i really like their picks there may be better but these have fit the bill i prefer the yellow ones they are a little thinner,positive,,
"The thickness of the pick you use is a matter of personal preference. For my style, the .60 Dunlop Tortex is perfect.  The surface is matte and not too slick.  I don't think I have ever worn one down to being unusable; they seem to last forever (or until they're lost).  I've tried other brands and picks made of other materials, but I always come back to these. I'll probably be buried with one in my hand!",positive,,
i ordered one pack of these and got an entire box!!!!!!!!!!!!!!!! either way the picks are great although i would suggest the Jazz picks over these,positive,,
"I always keep a lot of these on hand.  These are the only picks I use when playing my acoustic guitars (strumming style & vocals).  Since I play for several hours nearly every day I have a tendency to go through a lot of picks.  These definitely last longer for me than other brands (similar weight) that I have used.  For example, I can &#34;round-off&#34; the end off a Musician's Gear pick or a Fender pick in about an hour or so of playing and seem to get much more mileage out of these picks.  The weight is great for my style of playing.  They seem more durable than other brands.  They're inexpensive and since I play a lot of hours I always keep lots of these on hand.  I love 'em, use them daily, and rely on them !!!",positive,,
"I love the Tortex .50mm picks (red).  I have one that's over 4 years old and still going strong!  Yes, the turtle and writing eventually get rubbed off, but they never leave black residue on the pick or the strings.  I use the red, yellow, and orange Tortex's exclusively for practice and performance (I'm a church worship leader).  My highest recommendation.",positive,,
"I love these picks for playing my acoustic. They give such a nice, crisp tone and the perfect amount of flex for playing acoustic. For me I prefer a slightly thicker pick for playing electric, probably a .70 or .80 but I still like the tortex picks for that as well. And these picks are inexpensive enough that you can keep an endless supply.",positive,,
"These guitar picks are just the best. Simply put. They are easy to grip onto, even when your hands are sweaty from rocking out all day. Highly recommended. I will never use any other guitar pick other than a Dunlop Tortex. I use the green 88mm picks, and also the orange 60mm ones. I recommend you buy both the green picks and orange picks. Great for beginners or the pros.",positive,,
"I enjoyed this set very much due to the variety of picks, as it was interesting to try different models. Dunlop picks are great!",positive,,
"As a kid I learned to play the trombone proficiently, but my heart wasn't really in it, so I took up the guitar, which I love. I played for several years but stopped playing for lack of time. I recently started playing again and was looking for the perfect pick for classic rock (I have an old Ibanez and a Les Paul Custom) and have tried several picks in that quest. There are several I have liked (and several that I haven't) but thus far my favorite is the 1.0mm Tortex (blue) picks. They have a very nice, almost powdery, matte feel that minimizes slippage and they just don't break, though the 1.0s are fairly stiff. Depending on what you are playing there are various thicknesses available, and most people will find something suitable for their personal preferences. I won't say that I will never try anything else, but thus far I find myself picking up my 1.0 Tortex more than other picks.",positive,,
i've used pick when i play most of time and i used white color thinnest one. i like to use thin ones because i play strumming most of time and this one works perfect. very easy to grip and last long. one thing to point out is that print on pick fades away very quickly but i do not mind. highly recommand this for anyone needs pick!,positive,,
"These are such comfortable picks... I love the texture on them, which makes them easy to hold without being distractingly aggressive like some of the other picks' textures. This is subtle yet effective. My favorite pick now.",positive,,
"They feel very nice with a soft touch finish on them. Fair priced and I love the color of the green ones. I like the .88 mm because its just the right mix of medium and hard; great for someone looking to play blues or rock. Cheap and easy to use, can't beat these picks!",positive,,
"Great picks, buy it. This pick, rocks for me, im a fan of dunlop for many years and all there products are amazing.",positive,,
"I have always used tortex picks. I like them a lot and they last forever (almost :)these were a little thick for my tastes. The red ones are a little thinner and give better action for strumming and also for fast alternate picking patterns.If you like a medium thick pick though, these are rockin.",positive,,
"This is the pick I learned to play with.Great feel, doesn't slip in sweaty fingers.Good tone, you can get plenty of use from one pick, as they hold up very well!",positive,,
good deal.,positive,,
"I have been using Dunlop picks for a long time. Good feel, grip and not too heavy or thick. Good deal.",positive,,
"I prefer nylon picks because they have a softer feel on the strings to my ear - less ""clicky"" - than a standard plastic pick.  My favorites are Snarling Dogs Brain Picks which are very similar to these.  I guess when it comes right down to it these are essentially the same, I just have more of the Brain Picks at this point, so I use them more.  But these Dunlop nylon picks are excellent.  They're almost impossible to drop, they sound and feel just right to me, and they last seemingly forever.  Hard to go wrong with these if you like nylon picks.",positive,,
I can't hear the sounds of the strings over the flick of these flimsy picks across them. better for electric guitar but still hard to play fast,positive,,
"Ever since I started playing the guitar, I've used the nylon Dunlop picks. They're better in a thicker size (1.0mm or larger) but the .73mm size is about the same thickness as a regular Fender pick. They're flexible and easy to pick with, but the biggest plus about the nylon picks is that they will NOT break. You'd almost have to melt one of these things with a lighter to harm it -- so one pack of them will last you yeeeeears.Also of note: the price keeps going up on these here on Amazon for some reason -- don't pay more than $3-4 for a pack of them, as you can get them at your local music store for about that.",positive,,
"I bought these because I wanted durable, flexible picks for easy strumming. I would recomend these to anyone that needs more stable strumming.",positive,,
"I like thin picks myself, and this one is VERY thin. You won'tuse it all the time, but every now and then it can be used in the right situation. If you are a player who is somewhat meat-fisted when it comes to playing and needs to take the edge off, it is ideal. Also, if you are doing very soft strumming on an acoustic guitar, it is awesome. No power chords with this little guy, but it is a good tool to have in the tool box when you need it. The non-slippery texture and it's grippy textured surface of Dunlops is what I love about them the most, it makes them easier to hold on to. I give them a thumbs up!",positive,,
"They're just great.  Awesome for chord based songs.  If you need to pick individual notes/strings, then you might want to go a bit thicker.  With that said, you can do it with these, but the tone is not as nice (sounds a bit softer).",positive,,
I am a bass player so I like my picks to be a bit thicker and wider. I tend to Play with Fender 346 so I was pleasantly surprised when I found that this pick worked really well for me.,positive,,
"I would give these picks five stars, but I do have a couple of other types I prefer more.  Still, these are nice picks.  So far I've only used them on 12-string guitar, but I'll soon be trying them out on 6-string guitars.",positive,,
"They're very thin nylon picks. They're good for practicing the hand motions of strumming; they put up very little resistance, so they train you to keep your hand stable. I still sometimes play with them since they give a really nice bright tone, but I usually want something thicker in order to be able to flatpick melody lines in between strums. I also sometimes use them when practicing flatpicking, since flatpicking with a really thin pick reveals things about your body mechanics that you don't notice with a thicker pick.They're great for what they are (thin, flexible picks), and Amazon has the best price.",positive,,
"These just don't have the right feel and the sound isn't that great compared to other materials.The quality control is so so. The picks aren't cleanly cut out they are injection molded and as a result they are left with a thin trim all around them.I'll stick with Dunlop Gator Grip .96mm or PRS 1.0 picks. For more flexibility or acoustic, I prefer Fender Medium Celluloid picks.",positive,,
"These have been my favorite picks, for decades now. They grip very well, and last forever, and they're a tiny bit more muted than other, more &#34;plasticky&#34; picks.",positive,,
"I've used the .60mm and .73mm Dunlop Nylon picks during my entire professional music career.  I rock hard. Acoustic, electric, and Bass!  I've tried almost every other pick on the market and they break far too easily.  Dunlop's Nylon picks don't break, and once you find the thickness that fits your needs, you'll find that they have excellent string attack and are easily kept in grip. I rarely ever drop one of these picks while preforming. Maybe 5 times in my entire career.  Buy these picks.",positive,,
"Im not loyal to brands on the whole but when I reach for a pick I hope this is the one I get. They wear out and get nicks so I have to remember to keep ordering them.Edit: Watch the Steve Vai interview where he shares his secret for restoring the edge of worn, nicked, picks. Rapidly,firmly wipe the pick edge against a carpet. The motion is as if you were trying to cut into the carpet with the edge of the pick, repeat 3 or 4 times and whadda u know! The edge is now smooth and nice.",positive,,
"I've been using Dunlop Nylons for almost as long as I've been playing guitar (twenty one years now). I find the .60's are just a bit too thin, but for more chord strumming style playing, such as playing rhythm, the .73's are perfect. They are flexible, but not flimsy. The tips will wear down after a while as with all picks. I estimate that a solid thirty to forty hours of playing is all you'll get with a pristine tip. However, they're definitely still usable after that. One other advantage these picks have is that they never break. So, i dont see how you can go wrong.",positive,,
"These Dunlop 88 mm picks are the right size, not to big or too small.  Been using these for years.  Always good to have extras on hand and put into the cases.  They never wear out.  They are not too stiff or too flimsy.  They work good for the sound on the strings.  Easy to hold on to.",positive,,
"I ordered these because I bought a variety pack of picks from Musician's Friend and there was one lonesome very thin celluloid pick in the pack. I loved how it quieted the strumming on my acoustic dreadnought, so I went on the hunt for very thin picks. The celluloid one fell apart quickly, so I wanted a better material.These white nylon picks should last a lot longer. The non-pointed end is all grippy (textured), so it doesn't work great if you like to use the more rounded corners of a pick, but it does the job and I like it. The pointed end is very thin and slides off the strings nicely, but you can still pick with it if you're combining picking and strumming.I'll keep using thicker picks for picking-only songs and for louder strumming, but for more mellow strumming and to keep from bothering other folks in the house, these are great.UPDATE: I've been using them for more than a year now, and they are pretty flimsy for picking notes in a mostly-strumming song... but you can do it. This is still my favorite pick for strumming. Hope this helps.",positive,,
"OK, so picks are a very personal thing to guitarists. I've been playing for about 30 years now and have used many different brands an types of pick. There is no 1 perfect pick for everything, depending on what your playing and your playing style you'll want to choose different thickness and materials. However, I have found this line of pick to be my favorite and my general goto pick. My hands sweat and the textured grips on these do a fantastic job of keeping the pick in my hand on not on the floor. I also really like the Nylon material. It produces a softer sound without dampening the overall sound or volume of the guitar. I like the playability of the .88mm as its great for strumming rhythm at loud volume or picking blues. I Keep a stack of .60mm for a more raw, folk like sound. In any case these picks are great and have been a staple in my kit for many many years and will continue to be.",positive,,
"These picks are nylon, so each one will last you a couple of years (as long as you don't lose them!!) this is thicker than the .60mm, so you can dig into the strings a little better, but still a hair flimsier than the Snarling Dogs .73mm picks (I know, they're the same size, but trust me these are &#34;flimsier&#34;), and the grip is ok. You can't go wrong here.",positive,,
"alright I got tired of forking over 30 cent a pick at my local guitar store for instant gratification and decided to get some more online, and let me tell you, these picks get the job done. don't expect to be playing metal with these as they are on the soft side but work well for casual playing along with some heavy palm mutes and stuff like that. a few of the tips broke off but I think that's my fault for playing too hard :) Great picks, would recommend to anyone.",positive,,
"I use the Dunlop .60mm nylon picks as my current standard,  but decided to give the lighter .38mm a try.  Unfortunately,  the volume they produce get completely swallowed up when accompanying singing with an acoustic guitar (especially in an outdoor picnic setting),  and basically unusable for that purpose.  However, I did find these were just the ticket for personal practice, allowing me to hear a  metronome or backtrack far easier.  So although they failed my original performance intention, 5 stars for filling a need I didn't even know I had.  :)",positive,,
This nylon pick has great play feel.  It is stiff enough to pick individual strings and still feels comfortable stumming chords.,positive,,
