Review,Senti
"I had more USB adapters then I knew what to do with.  Enter the cyberpower 7 port hub... I am very pleased with it.  I'm not a techy, just an every day computer user.  I use my hub with my iMAC and it works seamlessly, have had no issues.  I bought another for a friend and she is pleased as well.  Like I said, it does what it says it will do with little effort, and works quite well for the technically challenged.",positive
"Okay, this little guy ROCKS!  When plugged in to an outlet, it will support 2 HDDs, a external ODD, and a printer with no issues.  Also, during a move I misplaced my power cord, so I called up the company... WOW, for free, the NEXT DAY, they shipped me out a replacement.  I would DEF. buy from them again, and will use more of these as the need arises.Also, it's been quite some time now since the purchase (over a year) and it works perfectly like the day I got it.",positive
"i have use this product for 6 months it does a great job, the dlink i used on another system kept losing connection in the middle of transfers i threw it away, this one works.i use lots of usb devices and i have TWO of these on ONE computer and they work fantastic.  when i copy movies to my personal video player from my network hard drives these never fail.  the other ones would stop sending packets in the middle of a trasfer. i have 2 printers, 2 scanners, video capture, mouse, and keyboard, tv, external hard drives, 2 flash card readers, docking for sandisk mpeg player, docking for ipod player, external game system for updating firmware, wacom drawing board for adobe cs3, and other attachments i hook on and off.  these hubs always works.downside, ive had to learn the tricks of windows xp on keeping track of drive letters and changing them around, there are third party programs that i have tried but i'd rather use disk manager and do it myself.you will need to do a little cable management because the unit is small and the volume of cables attached to it can physically push it around, but some cable ties or electrical take easily takes care of the problem.",positive
"I really like this hub.  I have an Acer One Netbook, and I use this hub to power my cd/dvd external drive, my laptop cooler pad, and my 1tb external hard drive.  My cooler pad also has a few usb ports, and I have a 4-in-1 memory card reader plugged into that.  Everything works fine.  Sometimes I have to unplug my cd/dvd drive to get the netbook to read it properly.  I had that same problem with another hub though, so I think it's the drive.  It works more often with this hub than with my other though.This is very small.  The main picture makes it look huge, but it's really palm sized. I took it with me on vacation, and it fit just fine in the carry-on.  You don't need to keep the stand on it.I also like the one port in the front for when I need to plug in a usb drive.",positive
"I use this hub with my Mac and it is great. I just plugged into my USB port on my MacBook Pro and have never had a problem with it. You can optionally power the device with the included AC Adapter, which lights up a bunch of green lights and one brilliant blue light at the top of the green lights. This blue light is extremely bright for its size and may need to be covered if you are sleeping in the same room with it. I have plenty of open slots for additional devices. If you are using this device vertically in the stand there is a front USB slot for you to attach your flash drive without any effort. Everything (at least with a Mac) is recognized and ready to go once it is plugged in. I would highly recommend this hub - you can't find anything as nice for the price that is powered.",positive
"I have an older computer with ony 4 usb ports and a laptop with 2 usb ports. I have 4  external drives and a printer and various other devices that require usb, and all i have to do is disconnect it from one computer and plug it into the other and everything Works great. As far as small flash drives that require external power i have no idea.  hope some reviewer will elaborate on that.  In any case its well worth the money.  It stays forever lit, and thats okay.  It will look funny 10 years from now when the lights are extinguished.",positive
"Great hub.  it's a plug in, which is actually a plus because it came power larger items too.  I have not had any dead usb ports.",positive
"This little hub seems to be the only brand that does not blow out its ports.  Terrific for dental OP's running digital equipment.  Provides a local hub source for on top of the cabinet when the computer is located underneath.  Easy access, works well and very inexpensive.  Be sure to use the same port for the camera and the same port for the digital x ray sensor and label the ports.",positive
"Because of proliferation of USB based products, the USB hub is now more neccessary than ever. If you have multiple USB based devices (printers, keyboard, mouse, flash storage, USB speakers, iphone/ipod jack etc) and want to consolidate all your devices into a one single hub, then this hub does its job well.This devices works equally well both in Windows (Vista) and Mac OS (Leopard and Snow Leopard).It is about half the size of a medium sized hand.Each USB port has its own dedicated LED light. The LED light indicators, however, are little brighter than I would like. It MAY bother those who are extremely light sensitive while sleeping. But a cheap way to alleviate such a problem would be to cover the LED lights with tape.I used this device as a hub for all my USB devices for my MacBook Pro (2009) and the device works flawlessly, including for my USB speakers.",positive
"I use this on my MacBook so I can connect several items at the same time including a USB keyboard and optical mouse, my iPad and iPhone, a webcam, an external hard drive and even a light o Rama controller for my Christmas lights. This thing works great and provides plenty of power for all devices. I haven't seen any slowness in my webcam, iPad/iPhone syncing or even copying large movies to my external hard drive. This guy works great and I am not at all disappointed in performance. I am however a bit disappointed in the design. This has to sit on the corner of my desk and i need plenty of room on both sides to allow the USB cables to plug in. I would have had them design it like a tower with the plugs all on the back one on top of another. That being said, the current design does offer some added stability to keep the hub from falling over. Overall a great performer and a decent design.",positive
"Does what it's meant to do, the light in the front seems like their only for looks, their always on. Bought this for my Magic Jack, always hearing an echo & the call ID doesn't always work. Echo seems to be fixed now, but still have problems with the caller ID. I also use it for charging my PS3 Sony bluetooth headset & controllers.",positive
"I was surprised to find this excellent powered USB hub for much less money than I paid for an identicel one over three years ago. Somehow, we misplaced the power adapter so I ordered this one mainly so I could get the power adapter. The older hub still works fine so I just use the adapter so I can run USB 3.0 Hard Drives with a TV Android mini-pc. My grandson wanted the hub for his his Playstation 3 slim, which sees a lot of use. He uses it for video gaming and for a multi-media center. He accidently damaged one of the two USB ports and he was limited by having only one USB port.I gave him this hub. He is so happy with it his friends want one!",positive
"It is reliable & works well with the power adapter. But with all cables plugged in it tips easy & is far too bright for bedrooms. So for the actual function it is 5stars. But for other considerations it is about 2.5 stars. So, even though it is only USB2 (not the faster 3) I give it 3.5 stars.",positive
I bought this one based on all the good user reviews and its popularity.  I had to replace an older D-Link USB that just didn't seem to work at all on both our mac's and PC's (I had two D-Link's).  I had hoped this Hub would actually work unlike the D-Link hub and it does the job great!I bought two and hooked one up to the PC and the other to the Mac and plugged 7 devices into each.  Everything worked and I did use the power just to make sure I could charge off of it if I wanted to.  This hub works perfect and the LED's look awesome.Very happy with this product and would buy same one if I needed another USB hub.  Of course I'm sure the 3.0 versions will soon start to proliferate but until then this is a great USB hub and priced well for what you get.,positive
1. The USB ports on the sides are spaced far enough apart that I can use all the slots. And the one in front is great for the thumb drive.2. The lights are cool3. It works great4. It stands up most of the time! when I came into the office this morning it was on it's side but no biggie. I righted it and it was fine all day.The weighted base does make a difference and I think they made it as heavy as they could without taking away the portability feature.5. Did I mention it works great. My laptop had no problem going to sleep. It was instantly recognized. All the devices I've put on it have been recognized6. I don't know what one reviewer meant by it making noise. Mine is absolutely silent.7. I agree you need a scissors or knife to open the clamshell packaging no biggie.I liked it so much I bought a second one!!,positive
Easy to use.....you can see clearly by the function lights if the unit is on and if a port is active.  Have been using this now for over a year and it is still going strong.,positive
Product is as good as it was advertised. It works very well and I would very much recommend this product because it would give you more usb access to your laptop or desk top.,positive
"Problem:It seems there's always something else to plug in to a USB port on my laptop, but I've long since run out of ports for plugging.  In desperation, I bought a 4-port hub (working just fine, thank you), but I still did not have enough ports to do the job.  And the idea of daisy-chaining was not practical because my desk is already overloaded.Solution:Enter the CyberPower 7-port hub.  Space-saving solution to running out of ports.  And, with its own power supply, it's not draining power from my laptop.  Works like a charm!I did find the glow light annoying, but it's easy enough to unplug the hub when I finish working in the evening, so it's not a big issue for me.I'm a happy camper now, and I whole-heartedly recommend this hub for those who need more ports in a small space.  I should also commend Amazon for super-fast delivery.  Problem solved!P.S.  Mikey is my cat.  He likes this hub and shows it by periodically knocking it off my desk.I would prefer that Mikey didn't like it!",positive
This is an excelent USB port it has the option for it's power . Ether pluged in an A/C outlet or power from your device's nice option,positive
"A very good high quality USB hub. Windows recognizes everything you plug into this hub and, the USB ports are nice and tight.I will say in my opinion, for a USB 2.0 hub, the Cyberpower-CP-H720 is at the top of the quality hub chart. You can plug a DVD player or web cam into this thing and it will work perfectly. My only complaint is a lack of a method of securing it to a table top but I suppose double sticky tape will do just fine. The rubber base piece is removable so it can lay flat as well.",positive
This is a great hub and has been good for several months. Highly recommend and will buy it again for additional needs.,positive
"ok, so this is only a USB 2.0 hub, not a 3.0 hub, but if your computer only supports USB 2 then this is all you need. Plug count/location is as follows:Along the left and right sides (3 per side) It has 6 USB female type A receptacles (this is the bigger USB connector you normally find on a PC)On the front near the bottom, there is a 7th USB type A receptacle  (at the bottom of the unit when it's in the stand) a USB mini type A receptacle (to connect the hub to the computer)and finally on the left side there's a power input for the external power supply.I've had this hub in use for almost a year now and it's held up very well to multiple plug/unplug cycles. The blue LED at the top is unnecessary to indicate power as there are the other green LEDs for each port. I've used the plugs for keyboards, mice, HDDs and thumb drives. I've never had any problems.Overall it a solid and small hub and recommended if all you need is USB 2.0 and up to 7 plugs.",positive
"For one, this product is built very cheap. This means that overtime some ports will simply stop working...why? I'm not really sure...perhaps cheap components, and slight bending?Secondly, it does not support charging, and yet it does at the same time. If you plug in say an apple device you'll get an error, but it will charge which again does not make sense.This is not a 3.0 USB hub, it's a 2.0. Many new devices will require you to have 3.0 now or in the near future. For instance, my new webcam hates being plugged into this hub as the performance greatly drops.Lastly: Mine is just about destroyed, because of a slight drink mishap. Nothing seems to be wrong with device other than...it stops working from time to time, and I sometimes have to clean the ports with a small amount of water to get it to work again..just very annoying.- Additional Notes: The Stand is horrible. It won't stay on, especially if you have multiple cords attached that pull in various directions like the power cable. (It falls out easily, it does not snap on, it's basically just a slightly heavy stand that it ""rests"" on top of. (Useless)- It glows neon Blue. Why? I'm not sure. I like it because it matches my setup, but it's very bright, and I'd rather the ""power"" be used towards the other devices.Finally: This device will likely not support 7 devices being plugged in at the same time....I would get 3-4 to work...maybe.... at any given point. Eventually the two bottom ports simply decided to ""not work"" entirely which is completely stupid because I rarely ever used those ports to begin with. This also made me think there was something wrong with my device, and wasted my time trouble shooting. (just had to switch ports) In other words...don't buy this device...get a cheaper hub with more slots, or a 3.0 hub with more features.This is cheap...",positive
"This is a really nice USB 2.0 hub. It works way better than the 7-port DLink it replaced. The LED lights are a bit bright, but for me it's not much of an issue since the hub lives down on the floor in my setup. I agree that it would be nice to be able to to turn them off though if it's too bright, just cover over them with a strip of tape-problem solved.I am impressed with this hub and would recommend it.Note-it is actually smaller than it looks in the pictures.",positive
"My my newLogitech G11 Gaming Keyboard (Black/Silver)did not work when I plugged it onto myD-Link DUB-H4 High Speed USB 2.0 4-Port Hub.  After researching a bit, I bought the CyberPower one and now the keyboard works fine.  In fact, lots of other usb things now work without being plugged directly into the computer.  I'm quite happy with it.",positive
"I needed a self powered USB 2 hub for my iMAC, and selected the CyberPower.It works as advertised and comes with its own plug-in power supply.  I can leave my Palm TX hooked to it even when the computer is off and it will charge it.  The only drawback is that the thing is loaded with eight LED's and they stay on whenever it's powered either by the computer or by its own power source.  If you have the thing in your sleeping area and are light sensitive, you'd have to unplug it.",positive
"This device is wonderful, very light weight and portable and works excellent. I purchased as a replacement USB hub for use on my laptop and very much like that you can tuck it anywhere easily. Great quality product.",positive
"I've had this beauty for nearly 2 months now and I truely love it.  The only disappointment so far has been battery life.  Mine generally requires a charege every 48 hours or so and I don't really talk on it that much.Why is this phone so great?  Simple.  It has it all.  This is the first phone I know of that has the large bright screen, infrared, bluetooth, USB connector and a speakerphone.If you are looking for an upgrade, this is definitely the phone for you.",positive
"OPERATION: It's like BMW's I-Drive - It does it's job, but has the most unintuitive, overly-layered interface. For example, the memory card is under the battery. The phone must be shut down & taken apart to change the memory card... and turning the phone back on takes a little while. This is representative of the entire phone operation. Not for the impatient.If you've never used an advanced mobile phone before, you might assume this is par for the course, but it simply isn't. Even the instruction booklet is out of order.APPLICATIONS: It has lots of applications and they work very well... when you eventually find where they are and they finally open. No matter how accustomed to the phone you become, too much time is required to get to, open and close applications. On the other hand, one may leave many applications open at once, hide them and return to them just where they left off - similar to a Mac. Me likes.The 6600 has more ameneties than most - World phone, Camera (VGA/zoom/night mode/timer), Video (w/ audio & zoom), Speaker (good sound), Bluetooth, infrared, Modem for computers, electronic wallet, Internet access, Calendar, calculator, converter and more.The phone does not have an Mp3-player, FM radio, 200k+ color screen, megapixel camera, quad band, PDA, photo editor. I'm not sure that a phone w/ these and all of the above features exists just yet. ...I'm not sure I'd want to spend THAT much time w/ a device, anyhow.DEPENDABILITY: I've seen no glitches. I've had no problems w/ this phone.STYLING/ERGONOMICS: The keys are small, which generally doesn't bother me if they are spaced because I can employ a little 'Braille,' but the keys run into each other, so careful attn. must be paid when dialing.As for appearance, well, that's subjective. Few will look at the phone and know it's 'all that'. It's not as stylized as a Sony or Samsung. Less Benz/obvious; more Audi/understated.Although it has chubby hips, the device isn't really so big. Solid, squeak-free, large screen.MEMORY/STORAGE - Seemingly boundless. First of all, the phone houses a great deal of memory for multiple videos, sound clips, photos, texts, etc. Secondly, all info can be sent to a computer and w/o the hassle of USB wires. Still not sure? If you max out the phone memory and have sent all you wish to a computer, there is a memory card w/a good deal of storage as well. This is no small deal. If you're still whining about storage, deleting some games will free-up still more memory.RECEPTION: This really depends on locale & carrier. The 6600 (T-Mobile) is the true 'world phone' in that it has the mhz to operate around the globe, including New Zealand and Australia (900) whereas the  6620 (available from Cingular) replaces it w/ 800mhz (some refer to as 850). The latter will provide better coverage in more remote areas of The States but still operates in many countries, excluding New Zealand and Australia. The 6600 will provide similar service in more developed areas of The States and not as well in more remote areas. As the 6600 uses 900mhz, it operates in more countries than the 6620.The battery life is less than stellar, but it charges w/ the quickness. Remember, this phone uses an operating system - Symbian... and it's feature-rich w/ 65k colors. It films 10 second video, for crying out loud. The battery life can't be very long; let's not be greedy.GAMES - Java. Don't use them, so I delete them for addtl space. In my humble opinion, games, along w/ 'flip phones' belong in the hands of teenagers.IMP: Two important pieces of advice - Visit Nokia's site. There are number of downloads needed/available for this phone & they will be texted to you at no cost. The downloads are for basic and advanced operations.The second piece of advice - Be prepared to spend a lot of time w/ this phone. If you expect to be able to pick things up when you're out and in a rush via common sense, many times you'll end up frustrated. A Sony Ericcson may be the phone for you... but good luck finding one w/ all the features & such a competitive price. Keep in mind that for nearly every screen, there are a number 'along side' and 'beneath' them... for every 'save,' there are choices of phone memory, memory card or sim card.Despite a critical start, this phone deserves four stars because it accomplishes what it sets out to do (which is pretty lofty)... does more than most... does it well... is dependable. It's a high-line Audi, on a Cadillac suspension, at a reasonable price.When you consider expandability (downloads via computer), the numerous features, two transmission programs and multiple storage devices, dependability - this is a phone that isn't easy to out-grow.I would suggest this phone for all but the simple-minded... or those who simply don't need so many features.",positive
"Positives: Bluetooth, IR port, VGA Camera, multiple e-mail accounts, speaker phone, more programs becoming available for Symbian O/S. I use Bluetooth for wireless headset and to make the phone serve as my wireless modem.Negatives: phone too big; voice recognition worthless, low volume from ear piece, IR port weak so TV remote control programs don't work well, slow menu's and response. Get Opera browser if your phone does not come with it since the WAP browser will only frustrate you (Opera has problems on this phone, but works most of the time). T-Mobile programmed the backlight in the display to turn off after a few seconds, although Nokia made it adjustable, and T-Mobile won't fix it.",positive
"Its been 11 months now that I've held on to my Nokia 6600 for. I purchased this phone knowing it was slightly old as compared to the newer models of Nokia phones available. I thought it was kind of steeply priced at that time. I must add to the dismay/delight of readers this phone is simply the most groundbreaking phone mankind has ever held. It has raised the bar owing to number of features it offers and the absolute ease of use delight.Now I'm a techy and like getting technical about things so I'd brief you in on the few features I liked about this phone-1.The Phone has the best keypad any Nokia phone has to offer. My dad has a Nokia 6670 before which he has a Nokia 7210 and before that he had a Nokia 6610. I think the keypad on your cell phone is the most important thing for me as Im constantly sending messages , calling people and fiddling around with my phone. Believe me when I say this I have used and fingered all Nokia phones and the 6600 has the best keypad2. The looks are absolutely no nonsensical. Some complain it being a tad too bulky looking. I must admit its not the best looking phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be3. The Nokia 6600 has a brilliant Java interface. There's a whole lot of things you can do with this phone besides reading a book , playing various Java games , having a variety of software installed. The Phone offers a 32 Mb MMC card and I think that is certainly the most exciting feature. I upgraded mine to a 128 MB MMC Card via which I can store unlimited number of messages, take a thousand pictures and videos. Capacity is not a problem here.4. The Build is just right. The phone is sturdy. I've dropped it atleast a dozen times to my recolletion and it still works as good as ever. Its a tough one this unless you wanna drive your car over it. This isn't the most rugged phone ever but then your not gonna play aeroplane with this,are you.5.The Camera installed on this phone is awesome. I click pictures in JPG format and because the phone has a bluetooth device I find it extremely easy to transfer pics to my pc and forth. The display and brightness on this phone is quite extraordinary. The use of 65536 (16bit) colors ensures you get your share of animations and icons on your phoneBesides the above mentioned Merits , the phone has decent ear volume and loudspeaker functionality. It has great upgradibility. I can play MP3 files on my phone by simply downloading softwares freely available on the net. Now that is neat. The log functions helps you track down the incoming , outgoing calls in the most easy of ways.The handsfree provided by the phone is useful for those who talk on the phone while driving. I wouldn't do that because it's not worth my life.Anyhow some demerits of this phone,The phone has a slow processor and the ear volume is lower than 6610 but then the 6610 has the best ear volume among most Nokia variants.The battery life of this phone is at most 2 days and at least one day at excessive use. Video recording is limited at just 9 seconds. You can upgrade but then there's a certain level of trouble involved.Overall I dont think I will ever upgrade from this phone. When I purchased this phone , I thought to myself that I had purchased the most popular phone around and the thought didn't please me. In any case , putting aside how common it is in my city , I dont think I can be anymore satisfied. This makes for a great phone.Did I mention the note feature and how you can send notes via Bluetooth?gee anyways ENJOY WHAT WORKS!",positive
I have been waiting to finish my 1 year contract to get this phone. i did find some bad reviews about 6600. but let me tell you folks its a awesome phone. I have a Palmone T3 and i am really having a good time with both now. neeed to try sync option soon. over all i am much satisfied. giving 4 stars cause the keys are placed little odd. thanks nokia,positive
"This phone is flashy and feels good in the hand, but it could not hold a connection to any of my bluetooth devices (headset, handheld, or desktop computer). My old Siemens s56, on the other hand, worked beautifully with all of the above.If you hunt around the web, you will find many websites with people complaining about the lack of drivers for this phone and the cavelike silence from Nokia when asked for help.If your needs are limited to making phonecalls and taking snapshots, this phone will probably satisfy you. If you need Bluetooth, stay away.",positive
For the money these are great. I use these for a home based business and they get a years worth of abuse in a month. That being the case one will last me between 3-18 months then the wire will develop a break (normal) but at these prices I can toss the bad and replace on the cheap.,positive
"Jabra makes, by far the best hands-free devices on the market. The EarWave Boom is a good model that will satisfy 90% of people who need hands-free functionality for their cell phones.Jabra has gotten away from the full molded ear gels for this model.  I personally prefer them to the mini ear gels, but this unit fits fine in your ear with the ear wrap-around.  It's comfortable and works fine.As for the hands-free jack on your phone, you have to make sure you have a 2.5 millimeter jack. That is the one with 2 stripes on the plug. Calling this ""Universal"" is a little bit of an overstatement, but with a little research you can verify which model fits your phone.  Unfortunately, a specific compatibility list is hard to come by. Look at the specs for your phone and give it a try.The microphone will capture sound just fine.  For those who experience a lot of interference or muffling, I recommend you try the version with ""Noise Cancelling.""  It's about $7 more but for certain models of phone the difference can be worth it.The Jabra EarWrap has a slightly better wraparound attachment and a slightly longer arm. For those who don't like the microphone arm, the Jabra EarWave Bud doesn't have a microphone arm, but instead has the small mic on the cable with a clip to attach it to your tie or shirt. Personally I don't like those models.I have not found much difference in sound quality between the different Jabra models.  The differences are mainly in comfort, style, and ease of use.  This product is decently priced, but I think it could be more affordable.Try other higher end models if you are more demanding, like I am, and are willing to spend the money.  This is a pretty good model though, definitely enough to satisfy most users.",positive
"Good, I was happy with this product.  I got tired of accidentally keeping my bluetooth earpiece in my jean pockets and sending them through the wash, so I bought this and it worked great until I bought a car that had bluetooth built-in.",positive
"I got this because I had to use a non-Bluetooth cell phone for a while and I prefer talking hands-free.PROS: Confortable.  Very good sound quality. Cheap. Fits in my ear well enough that I'm able to keep the phone volume very low and still hear just fine.CONS: Corded.I've since gotten my Bluetooth phone back, but still keep this around in case the Bluetooth has problems.",positive
Used this to replace an original with an old cell phone.  You can't beat the price and lasted years.  Thanks.,positive
"The Pros:The function and design of this headset are first rate. Right out of the box it was easy to pair with my Motorola v505 phone.It is small and unobtrusiveThe battery life is really good in standby mode, and lasts several hours of talking. (and it does issue warning tones when the battery runs low, plus the phone issues a message saying ""headset signal weak - switch to handset?""The combo belt clip/charger is a really cool idea.  It would have been EVEN COOLER if Jabra had made it compatible with nokia, Moto, and Ericsson phone chargers.  Now I have yet ANOTHER power supply to drag with me on trips....Reception is very good as long as line of sight is unobstructed by anything full of water.  I can pump gas in my car with the phone on the passenger seat or wander all over my hotel suite waving my arms wildly while the phone sits in its charging stand on the desk.  If there is a body in the way (or an aquarium, etc) then the signal drops off (attenuates) dramatically.  In fact, there is a marked difference between putting the phone on the opposite side of your body from the earpiece when carrying your phone in your pocket.  If on the opposite side, the signal degrades noticeably.The Cons:I have been unsuccessful getting it to pair with either my laptop or my PDA however (an HP iPaq 4155).If you have a bluetooth PDA and use BT to Activesync with your PC, it will interfere with this headset while it is ""connected"" (from Activesync's perspective).  You will hear a constant ""crackling"" noise that sounds like the other person is popping popcorn.  It took me a while to figure out.  You don't have to turn off the BT radio on the laptop or PDA, just ""disconnect"" the BT session temporarily while talking.  This is a hassle, but not a killer (one of the reasons for 4 instead of 5 stars)My biggest problem with the unit is that it does not fit my ears without feeling very insecure.  The ""hanging"" design always feels like it is flopping around for me, and if I lean too far to that side, the unit will actually fall off my ear.  There is no way to tighten the fit of the unit; I have already tried different earpieces and positions of the earpieces, but this doesn't help.  This is the reason why I will probably replace this unit with another.  Its a shame, since it is such a nice unit, but the floppiness on my ears is unacceptable.BTW, I am not a midget - I am 5' 10 and weigh 160 lbs.  I have a fairly narrow face, but I think the bigger issue is that I have small earlobes.  If you have small earlobes (rather than pendulous ones) you may want to test fit this unit in a store before buying one here.  I wish I had...",positive
"I received this little gem for Christmas and now I refuse to speak into the phone itself.  This BT enabled unit is the perfect gift for anyone with a cell phone.No more complicated setups.  As soon as I turned this on, my Nokia found it, recognized it, associated it, and I was speaking into it.The battery life is great and the clarity is also dead on.Once you use this product, you too will never go back to speaking into your phone the old fashioned way.",positive
"i had heard so many good things about this headset and even tried on my co-workers before i bought it, but what i didn't test out was the reception/range. i have been using a logitech mobile freedom headset for almost a year now and love it, EXCEPT for the fit. it fits horribly.this is where the BT205 shines. it fits great. it doesn't hurt. i can wear it for hours. it seems to have a ton of talk time (at least 6 hours, i would say)...but the reception just plain sucks. i don't know if it's all the electrical devices running in my apartment, but damn, i can't get more than about 5 feet away from my phone before this unit starts to get all crackly on me. you almost have to have the phone 1) within about 6 feet of you and 2) have it on the same side of your body as the jabra. basically, count on walking around with your phone in your pocket.do heed jabra's warnings about the wireless home network interfering with this device! and your microwave. and your electric fans...and running water...they all make reception horrible. i think my problem might have been the wireless home network. but c'mon people, us geeks who use bluetooth headsets are the same geeks who have wireless home networks. duh.summary:pros:*lightweight*comfortable*got a good price on ebay ($42 shipped for new)*easy to usecons:*range, range, range! this is a huge one for me. if i have to keep my phone within 6 feet of me all the time, what's the point?*too costly at $80 for what you get*everything interferes with this unit. you might as well go sit in a room with nothing in it for good reception.needless to say, it's for sale on ebay!",positive
"I've been using my Jabra headset for a couple of weeks and have been very pleased with it. I bought it primarily for use while driving. It's very comfortable to wear. It has performed extremely well in the car. At times, I've used it at home. The range of the headset is quite good, but I get more static in my apartment. From time to time, I lose connection with my phone. I suspect that it's more a problem with my phone than with the headset...I only wish that the phone would come with a charger for the car as this is where I (and perhaps most people) will use the headset. In any case, I can highly recommend the Jabra headset.",positive
"I bought 2 of these headsets (one for me and one for the girlfriend) on recommendation by my Cingular sales guy. It was either the BT250 for $80 or the Moto HS810 for $99.Not knowing too much about Bluetooth headsets at the time, I opted for the BT250. Two weeks later and I'm giddy like a kid in a candy store.It took a while to figure out how to install the headset to your ear, but I'm sure most, if not all, Bluetooth headsets share the same minor inconvenience. The other minor inconvenience are the buttons; they don't have a nice feel when you push them and the locations are sometimes tricky.If it's one thing I would REALLY like, then it's a replaceable [rechargeable] battery. I'd really hate to buy a new headset just because the battery will no longer hold a charge.Regardless, I have found the BT250 to be a better value than the HS810.",positive
"I owned two versions of this unit. One with the Nokia 3650 (apparently the 3650 requires a specific type as compared to some of the other BT phones) and the second one that I currently own is with the Motorola V600.This comparison will cover both Jabra units and will compare them to the Nokia HDW-2 Blutooth adapter as well as the Motorola HS-820 bluetooth adapters.The jabra unit boasts a much better design. The other two sit on the ear and feel extremely awkward. The jabra design provides a much better and more comfortable fit even with glasses on. the other two has flimsy over the ear plastic pieces that feel very out of place.I felt this unit to be relatively easier to use as compared to the other two. I had NO problems teaming either of the units with the 3650. I did have to jump through a few hoops to team with the V600.THE most important reason I wanted a BT adapter in the first place was to due to the fact that i get a phone signal in my liviing room and there is no signal at my desk in the basement which is directly under the living room. The reception was about the same for both (not use-able). I also noticed that when I went around the corner, I would lose the signal. true for all units.All in all, I would rate each one as follows on a scale from 1 to 5:Quality : jabra-4, Nokia-3, Motorola-2.5Design: Jabra-5, Nokia-1, Motorola-1usabaility (range): Jabra-3, Nokia-3, Motorola-3usability (ease of use): Jabra-4, Nokia-3, Motorola-3Overall: Jabra-4, Nokia-2, Motorola-2One thing i did not get to test was the battery life. Jabra did provide a good two and a half days of battery time with a single charge. i did not get to test the battery life of either Nokia or Motorola units.",positive
"Paired with a nokia 6230. Awesome headset. The battery life is pretty long. It feels really light on your ear and the sound is excellent.Some of these people must be going deaf or something because this thing can get loud. I never have the volume at max when I use this. And if this thing feels heavy on your ear, you must have ears the size of nickels. Or you're using two of them on the same ear...i don't know.Whenever I use this I sometimes forget I have them it until the unit rings... which makes me twitch because I'm not expecting a ring blasting thru my ear.I hate:-wind noise. You can't carry a conversation when you're driving with the windows down. or walking and the wind blowing in your face.-voice dialing may or may not work.-it makes my phone hang and reset. but that could be a phone problem in general.-30 feet? more like 10. 15 at best.",positive
"I tried this out because my old Bluetrek that I loved died.  Actually, I killed it when I forgot where it was and sat on it.  I was impressed with the advertised battery life, and took the plunge.  Shouldn't have.  While it is SUPPOSED to work in a range of 33 feet, I found that if I merely put the phone on the opposite side of my body, the connection gets fickle.  You get lots of staticy noise if the phone is more than 2 feet from the earpiece and in a direct line of sight.  Sort of defeats the purpose of the bluetooth technology, doesn't it?  And the static is NOT just in your end; my girlfriend complained about it more than I really even heard it.  So if yo get this, be prepared to anger your party on the other line.  On the plus side, the sound is nice and loud in th speaker.  That's about it.  Try something else, like a bluetrek or motorola or something.  I am trying the Motorola next.  This thing is trash.",positive
"I've had this headset for about a month now and at first I was very satisfied. I like the shape, it's comfortable enough to wear all day (and I wear it from 7:30 a.m. to about 9:00 p.m.), and the battery lasts almost forever. The headset loads into the charger like a knife into its sheath. The charger even has an accessory belt clip so you can carry it with you as a holster for the headset. The sound is loud and clear unless you drive with your windows down, and the ear gel can be adjusted to put the sound right where you want it. So why 4 stars?My only complaint is that aside from being wearable on either ear, this headset is totally NOT adjustable. Perhaps the shape of my face and/or ear is unusual, but the earpiece keeps pulling away from my ear. Add to that the fact that the headset wants to work itself off my ear entirely, and the lack of adjustability is a problem for me. Lest anyone wonder, I'm not a small person and my ears sit stylishly flat against my head.I solved the foregoing problems by cutting a heavy duty paperclip to length, bending it into the appropriate shape, and taping it to the headset with electrician's tape. Then I bent the wire so that the earpiece fits snugly into my ear. As a bonus, the tape adds a little extra bulk around the upper loop of the headset, which helps hold everything in place. Problem solved, but why not engineer some adjustibility in during design?I'd still buy it, no problem there, but I can't give it five stars because the lack of built-in adjustibility is, to me, a definite oversight.",positive
"I picked up this headset the other day and I'm relatively pleased with it. Despite a few bad reviews, the sound quality is acceptable for making telephone calls and dicatation, though the sampling rate is obviously too low to listen to music with it. I easily paired it with a Sony-Ericsson t68i and my 15"" Powerbook running Mac OS X 10.3.8.My quick testing with iChat AV was positive and it seems quite usable for use with an iSight for the voice portion of a call. I also was able to set the sound output to the headset and am currently listening to some music with it, but the low sample rate and the fact that it isn't in stereo makes this only a novelty. Nevertheless, it is still useful when a real pair of headphones are not available.The range, as mentioned in other reviews, isn't amazing, but was sufficient to move about an average-sized room and worked intermittently through a cinder block wall.It fit fairly comfortably on my ear and seems to easily hide, though is a bit cumbersome to put on at first. The multiple earpieces are also a plus. The dual charger/belt clip is an interesting idea, but seems to be poorly executed. It seems somewhat unstable, so I'm not sure I'd actually keep it on my belt. However, it might not be bad for riding around clipped to something inside of my backpack.All in all, it's not a bad device, though there is certainly some room for improvement. I'd probably buy it again, having used it for a little while.",positive
